id,name,team,height,weight,year,position,hometown,state,country,latitude,longitude,formatted_height
4695294,Charlie Skehan,Alabama,73.0,235.0,4.0,TE,Columbia,SC,USA,34.0003117,-81.0331309,"6'1"""
4695295,Bennett Whisenhunt,Alabama,73.0,222.0,4.0,LB,Vestavia,AL,USA,33.4487989,-86.7879492,"6'1"""
4696746,Sam Willoughby,Alabama,70.0,165.0,4.0,WR,,,,,,"5'10"""
4708488,Antonio Kite,Alabama,72.0,175.0,2.0,CB,Anniston,AL,USA,33.6624824,-85.8283224,"6'0"""
4808839,Isaiah Bond,Alabama,71.0,180.0,3.0,WR,Buford,GA,USA,34.1206564,-84.0043513,"5'11"""
4837473,Jake Pope,Alabama,73.0,205.0,2.0,DB,Buford,GA,USA,34.1206564,-84.0043513,"6'1"""
4869534,Amari Niblack,Alabama,76.0,245.0,3.0,TE,Saint Petersburg,FL,USA,27.7700475,-82.6359078,"6'4"""
4869965,Kobe Prentice,Alabama,70.0,188.0,3.0,WR,Calera,AL,USA,33.1035045,-86.7505733,"5'10"""
4870595,Olaus Alinen,Alabama,78.0,335.0,1.0,OL,Pori,,Finland,61.4866126,21.7972071,"6'6"""
4870689,Sawyer Deerman,Alabama,70.0,185.0,1.0,WR,Northport,AL,USA,33.2292976,-87.5771286,"5'10"""
4870706,Caleb Downs,Alabama,72.0,205.0,2.0,S,Hoschton,GA,USA,34.096496,-83.7612839,"6'0"""
4870760,Justice Haynes,Alabama,71.0,210.0,2.0,RB,Buford,GA,USA,34.1206564,-84.0043513,"5'11"""
4870776,Jalen Hale,Alabama,73.0,188.0,2.0,WR,Longview,TX,USA,32.5007031,-94.74049,"6'1"""
4870778,Edric Hill,Alabama,75.0,275.0,1.0,DL,Kansas City,MO,USA,39.100105,-94.5781416,"6'3"""
4870796,Jahlil Hurley,Alabama,74.0,185.0,1.0,DB,Florence,AL,USA,34.79981,-87.677251,"6'2"""
4870819,Eli Holstein,Alabama,76.0,225.0,1.0,QB,Zachary,LA,USA,30.6485191,-91.1564961,"6'4"""
4870856,Tony Mitchell,Alabama,74.0,205.0,1.0,DB,Alabaster,AL,USA,33.2442813,-86.8163773,"6'2"""
4870870,Ty Lockwood,Alabama,77.0,239.0,1.0,TE,Thompsons Station,TN,USA,35.79026242289736,-86.86654140885472,"6'5"""
4870878,Hunter Osborne,Alabama,76.0,298.0,1.0,DL,Trussville,AL,USA,33.6196266,-86.6084342,"6'4"""
4870879,Keon Keeley,Alabama,77.0,277.0,1.0,LB,Tampa,FL,USA,27.9477595,-82.458444,"6'5"""
4870899,Miles McVay,Alabama,78.0,342.0,1.0,OL,East Saint Louis,IL,USA,38.6268666,-90.159707,"6'6"""
4870900,Dylan Lonergan,Alabama,74.0,214.0,1.0,QB,Snellville,GA,USA,33.857328,-84.0199108,"6'2"""
4870969,James Smith,Alabama,75.0,296.0,2.0,DL,Montgomery,AL,USA,32.37742,-86.3091683,"6'3"""
4870970,Yhonzae Pierre,Alabama,75.0,239.0,1.0,LB,Eufaula,AL,USA,31.8912717,-85.1454876,"6'3"""
4870975,Jordan Renaud,Alabama,76.0,268.0,1.0,DL,Sarasota,FL,USA,27.3365805,-82.5308545,"6'4"""
4870976,Kadyn Proctor,Alabama,79.0,369.0,2.0,OL,Des Moines,IA,USA,41.5868654,-93.6249494,"6'7"""
4871081,Richard Young,Alabama,71.0,216.0,1.0,RB,Lehigh Acres,FL,USA,26.6040585,-81.65813327163374,"5'11"""
4875813,Hayden Neighbors,Alabama,75.0,185.0,3.0,WR,Huntsville,AL,USA,34.729847,-86.5859011,"6'3"""
4880041,Kneeland Hibbett,Alabama,74.0,240.0,4.0,LS,Florence,AL,USA,34.79981,-87.677251,"6'2"""
4880045,Graham Roten,Alabama,75.0,285.0,4.0,OL,Fairview,TN,USA,35.9820074,-87.1213953,"6'3"""
4880046,Adam Thorsland,Alabama,77.0,232.0,4.0,TE,Walhalla,SC,USA,34.7648176,-83.0640417,"6'5"""
4880048,James Burnip,Alabama,78.0,236.0,4.0,P,Mount Macedon,VIC,Australia,-37.3902615,144.59074126191737,"6'6"""
4880051,Reid Schuback,Alabama,72.0,185.0,4.0,PK,Poway,CA,USA,32.9628234,-117.035864,"6'0"""
4881430,Kade Wehby,Alabama,69.0,185.0,4.0,LS,Plantation,FL,USA,26.1275862,-80.2331036,"5'9"""
4888707,Danny Lewis Jr.,Alabama,77.0,257.0,2.0,TE,New Iberia,LA,USA,30.0035365,-91.8187285,"6'5"""
4899475,Wilkin Formby,Alabama,79.0,324.0,1.0,OL,Tuscaloosa,AL,USA,33.2095614,-87.5675258,"6'7"""
4900374,Isaiah Hastings,Alabama,76.0,294.0,2.0,DL,Toronto,ON,Canada,43.6534817,-79.3839347,"6'4"""
4917371,Alex Rozier,Alabama,76.0,220.0,3.0,LS,Hattiesburg,MS,USA,31.3271189,-89.2903392,"6'4"""
4918121,Cole Adams,Alabama,70.0,181.0,1.0,WR,Owasso,OK,USA,36.2659698,-95.8548557,"5'10"""
5077638,Bray Hubbard,Alabama,74.0,204.0,2.0,DB,Ocean Springs,MS,USA,30.4112904,-88.8279165,"6'2"""
5079656,Dezz Ricks,Alabama,73.0,195.0,1.0,DB,Norfolk,VA,USA,36.8493695,-76.2899539,"6'1"""
5080694,Jax Porter,Alabama,78.0,232.0,2.0,TE,Dallas,TX,USA,32.7762719,-96.7968559,"6'6"""
5081854,Conor Talty,Alabama,73.0,198.0,1.0,PK,Chicago,IL,USA,41.8755616,-87.6244212,"6'1"""
5082260,Coby McNeal,Alabama,77.0,250.0,3.0,TE,Dothan,AL,USA,31.2237285,-85.3934375,"6'5"""
5089445,JD Baird,Alabama,68.0,190.0,3.0,LB,Tuscaloosa,AL,USA,33.2095614,-87.5675258,"5'8"""
5089446,Upton Bellenfant,Alabama,74.0,175.0,2.0,PK,Brentwood,TN,USA,36.0325687,-86.7825235,"6'2"""
5089447,Prince Butler,Alabama,73.0,200.0,3.0,DB,Alexandria,VA,USA,38.8051095,-77.0470229,"6'1"""
5089448,Zarian Courtney,Alabama,74.0,183.0,4.0,WR,Arlington,TX,USA,32.7355816,-97.1071186,"6'2"""
5089450,Peyton Fox,Alabama,76.0,225.0,3.0,TE,Pelham,AL,USA,33.285669,-86.8099884,"6'4"""
5089452,Wilder Hines,Alabama,74.0,240.0,2.0,OL,Birmingham,AL,USA,33.5206824,-86.8024326,"6'2"""
5089453,Miles Kitselman,Alabama,77.0,256.0,4.0,TE,Lyndon,KS,USA,38.6100099,-95.684429,"6'5"""
5089454,Jay Loper Jr.,Alabama,71.0,180.0,3.0,WR,Daphne,AL,USA,30.6035255,-87.9036047,"5'11"""
5089455,Michael Lorino III,Alabama,72.0,185.0,3.0,RB,Birmingham,AL,USA,33.5206824,-86.8024326,"6'0"""
5089456,Caleb McDougle,Alabama,71.0,207.0,4.0,DB,Muscle Shoals,AL,USA,34.7436791,-87.6532615,"5'11"""
5089458,Vito Perri,Alabama,72.0,205.0,2.0,LB,Alpharetta,GA,USA,34.0709576,-84.2747329,"6'0"""
5089459,Ty Roper,Alabama,68.0,189.0,2.0,DB,Foley,AL,USA,30.4065868,-87.6835974,"5'8"""
5089461,Nick Serpa,Alabama,76.0,215.0,4.0,P,Foothill Ranch,CA,USA,33.6837644,-117.662249,"6'4"""
5089462,Jack Standeffer,Alabama,70.0,160.0,2.0,WR,Tuscaloosa,AL,USA,33.2095614,-87.5675258,"5'10"""
5093292,Cade Carruth,Alabama,73.0,195.0,3.0,QB,Trussville,AL,USA,33.6196266,-86.6084342,"6'1"""
5100330,MJ Chirgwin,Alabama,72.0,195.0,3.0,WR,Huntington Beach,CA,USA,33.6783336,-118.000016,"6'0"""
5100332,Alijah May,Alabama,71.0,195.0,4.0,DB,Pinson,AL,USA,33.6889908,-86.6833229,"5'11"""
5100334,Peyton Yates,Alabama,70.0,180.0,3.0,DB,Eads,TN,USA,35.2045325,-89.6492471,"5'10"""
5104212,Jaren Hamilton,Alabama,73.0,195.0,1.0,WR,Gainesville,FL,USA,29.6519684,-82.3249846,"6'1"""
5150247,Malik Benson,Alabama,73.0,195.0,4.0,WR,Lansing,KS,USA,39.248739,-94.900246,"6'1"""
5150249,Justin Jefferson,Alabama,73.0,228.0,4.0,LB,Memphis,TN,USA,35.1460249,-90.0517638,"6'1"""
5150250,Roq Montgomery,Alabama,75.0,337.0,1.0,OL,Anniston,AL,USA,33.6624824,-85.8283224,"6'3"""
5150251,Qua Russaw,Alabama,74.0,251.0,1.0,LB,Montgomery,AL,USA,32.37742,-86.3091683,"6'2"""
5159905,Walter Sansing,Alabama,70.0,160.0,2.0,DB,Homewood,AL,USA,33.4737098,-86.8084509,"5'10"""
5159906,Kaleb Fleming,Alabama,73.0,205.0,3.0,WR,Macomb,MI,USA,42.6741189,-82.902901,"6'1"""
5159907,Jake Ivie,Alabama,72.0,205.0,2.0,LB,Alabaster,AL,USA,33.2442813,-86.8163773,"6'0"""
5159908,JR Gardner,Alabama,71.0,185.0,2.0,RB,Gulf Shores,AL,USA,30.2711224,-87.6893826,"5'11"""
5159909,Tonio Ross,Alabama,74.0,180.0,1.0,DB,Alexandria,AL,USA,33.768705800000006,-85.88067598757408,"6'2"""
5159910,Kolby Peavy,Alabama,73.0,180.0,2.0,DB,Monroeville,AL,USA,31.5278224,-87.3246325,"6'1"""
5159911,Conner Warhurst,Alabama,74.0,190.0,2.0,DB,Russellville,AL,USA,34.5068228,-87.7290264,"6'2"""
5159912,Brock O'Quinn,Alabama,73.0,210.0,1.0,LS,Southlake,TX,USA,32.9412363,-97.1341783,"6'1"""
5159913,Noland Asberry,Alabama,73.0,190.0,3.0,LB,Mobile,AL,USA,30.6913462,-88.0437509,"6'1"""
5159914,Braylon Chatman,Alabama,72.0,200.0,2.0,LB,Trussville,AL,USA,33.6196266,-86.6084342,"6'0"""
5159915,Davis Peterson,Alabama,73.0,235.0,2.0,OL,Birmingham,AL,USA,33.5206824,-86.8024326,"6'1"""
5159916,Mac Smith,Alabama,75.0,270.0,2.0,OL,Birmingham,AL,USA,33.5206824,-86.8024326,"6'3"""
5159917,Baker Hickman,Alabama,75.0,315.0,2.0,OL,Tuscaloosa,AL,USA,33.2095614,-87.5675258,"6'3"""
5159918,Billy Roby,Alabama,71.0,245.0,2.0,OL,Huntsville,AL,USA,34.729847,-86.5859011,"5'11"""
5159919,Lane Whisenhunt,Alabama,74.0,285.0,2.0,LB,Vestavia Hills,AL,USA,33.4487989,-86.7879492,"6'2"""
5159920,Reed Harradine,Alabama,75.0,185.0,1.0,PK,Birmingham,AL,USA,33.5206824,-86.8024326,"6'3"""
